,address,issue_reported,location_latitude,location_longitude,published_date
299,9600-9799 S Us 183 Hwy,COLLISION WITH INJURY,30.112252,-97.694922,2017-10-15
300,7302-7325 N Fm 620 Rd,Traffic Hazard,30.4063601,-97.8526886,2017-10-06
301,1800 E Stassney Ln,Crash Service,30.1970729,-97.7607071,2017-09-30
302,1-149 Airport Blvd,Traffic Hazard,30.245956,-97.690287,2017-10-16
303,8400 S Ih 35 Sb,Traffic Hazard,30.1672479,-97.7861609,2017-10-01
304,900 W 38th St,Traffic Impediment,30.305090,-97.742826,2017-10-16
305,9700-10026 Anderson Mill Rd,Crash Service,30.4481746,-97.7927453,2017-10-10
306,2500-2614 E ANDERSON LN WB,Traffic Hazard,30.327046,-97.675084,2017-10-15
307,6602-6767 W Us 290 Hwy,Traffic Hazard,30.234036,-97.864935,2017-10-17
308,W Dittmar Rd & Manchaca Rd,Crash Urgent,30.1859323,-97.8163136,2017-10-07
309,9011-9099 RESEARCH BLVD NB,Traffic Hazard,30.372309,-97.724363,2017-10-12
310,Gaston Place Dr & Wheless Ln,Crash Urgent,30.311715,-97.685280,2017-10-16
311,6200 N Ih 35 Nb,Traffic Hazard,30.3237706,-97.7073191,2017-09-29
312,0-0 E Ben White To Ih 35 Nb Ramp,Traffic Hazard,30.219283,-97.757317,2017-10-17
313,3501 Mount Bonnell Rd,Crash Urgent,30.3170034,-97.7741796,2017-10-03
314,5515 Davis Ln,Traffic Hazard,30.2076149,-97.8683127,2017-09-28
315,5002 Suburban Dr,Traffic Impediment,30.208683,-97.768064,2017-10-11
316,1615 Parker Ln,Traffic Impediment,30.2397612,-97.7318966,2017-09-29
317,5315 ED BLUESTEIN BLVD NB,Crash Service,30.290339,-97.664018,2017-10-13
318,3101 - 3501 S IH 35 NB,Traffic Hazard,30.223376,-97.747173,2017-10-15
319,11600 Research Blvd Svrd Nb,zSTALLED VEHICLE,30.4156105,-97.7467215,2017-10-09
320,7200-7399 N Ih 35 Svrd Nb,Crash Urgent,30.334935,-97.702262,2017-10-12
321,W 27th St & Guadalupe St,Crash Urgent,30.2919901,-97.7411612,2017-10-06
322,1901 N Lamar Blvd,Crash Service,30.2836725,-97.7520622,2017-09-30
323,Stewart Rd & N Fm 620 Rd,COLLISION WITH INJURY,30.3743176,-97.9471337,2017-10-04
324,10210-11156 Research Blvd Sb,Traffic Hazard,30.3950384,-97.7466265,2017-10-02
325,2000 N Ih 35 Nb,Traffic Hazard,30.281708,-97.728028,2017-10-14
326,8706 FM 812 RD,COLLISION,30.1633723,-97.6910825,2017-09-30
327,1000 S Mopac Expy Nb,Traffic Hazard,30.2650166,-97.7852229,2017-09-29
328,1701 W Pecan St,COLLISION WITH INJURY,30.447452,-97.638995,2017-10-12
329,408 W 15TH ST,Crash Service,30.278061,-97.743389,2017-10-17
330,Metric Blvd & Gracy Farms Ln,Crash Urgent,30.3982854,-97.7044428,2017-09-28
331,14028 N Us 183 Hwy Svrd Sb,Crash Urgent,30.476099,-97.800765,2017-10-12
332,E Parmer Ln & Dessau Rd,Crash Urgent,30.387004,-97.648592,2017-10-17
333,E Howard Ln & Dessau Rd,Crash Urgent,30.4036563,-97.6384383,2017-09-29
334,0 N 183 Nb At Anderson Mill Trn,Traffic Hazard,30.447873,-97.789764,2017-10-13
335,Lamplight Village Ave & W Parmer Ln,zSTALLED VEHICLE,30.415821,-97.695888,2017-10-17
336,1400 E 7th St,Traffic Hazard,30.264657,-97.727993,2017-10-14
337,11000 Fm 2222 Rd,Crash Service,30.3966315,-97.8487281,2017-09-26
338,3105 N Ih 35 Svrd Nb,Crash Service,30.288916,-97.723142,2017-10-12
339,S Lamar Blvd & Barton Skwy,Traffic Hazard,30.243652,-97.782360,2017-10-13
340,911 Westlake Dr,COLLISN/ LVNG SCN,30.2920427,-97.7987843,2017-09-27
341,Fm 969 Rd & N Fm 973 Rd,COLLISION,30.2570025,-97.611826,2017-09-28
342,6915 Carver Ave,Crash Urgent,30.328730,-97.700545,2017-10-15
343,S Mopac Expy Svrd Nb & William Cannon To Mopa Nb Ramp,Crash Urgent,30.2216915,-97.8348708,2017-09-29
344,0 W Braker To Research Sb Ramp,Traffic Hazard,30.3964428,-97.746622,2017-10-05
345,1005-1031 E 32nd St,Crash Urgent,30.289620,-97.724132,2017-10-17
346,Minda Dr & Eubank Dr,Crash Service,30.3869969,-97.6874718,2017-10-03
347,14910 Fm 1825 Rd,Traffic Hazard,30.4420657,-97.6659237,2017-09-28
348,8800-8919 Rocky Creek Blvd,COLLISION,30.2903964,-98.0336487,2017-10-01
349,9807-9881 E Us 290 Hwy Eb,Traffic Hazard,30.3346566,-97.6072288,2017-09-28
350,S 6th St & Brodie St,Traffic Impediment,30.247109,-97.7641837,2017-10-07
351,9500 N Ih 35 Svrd Sb,Traffic Hazard,30.359992,-97.687357,2017-10-11
352,E Riverside Dr & Wickersham Ln,Crash Urgent,30.232393,-97.720396,2017-10-16
353,629 W Ben White Blvd Svrd Eb,Crash Service,30.226762,-97.770805,2017-10-17
354,0 W PARMER TO IH 35 SB RAMP,Traffic Hazard,30.4030303,-97.6752311,2017-10-04
355,7800-7912 CAMERON RD,Traffic Hazard,30.333898,-97.685561,2017-10-14
356,Jesse E Segovia St & Robert T Martinez Jr St,Traffic Impediment,30.2496721,-97.723667,2017-09-29
357,N Lamar Blvd & Masterson Pass,Crash Service,30.371177,-97.692387,2017-10-15
358,101-115 E SLAUGHTER LN,Traffic Hazard,30.1670071,-97.786952,2017-09-30
359,3007 Michoacan Dr,Crash Urgent,30.206494,-97.637035,2017-10-15
360,21900-blk W Sh 71,TRFC HAZD/ DEBRIS,30.364937,-98.070510,2017-10-12
361,2302 E 2nd St,Crash Service,30.2561246,-97.7187766,2017-10-09
362,8301-8519 LOYOLA LN,Traffic Hazard,30.2928438,-97.6315764,2017-10-05
363,110 E 2nd St,Crash Service,30.264137,-97.743544,2017-10-15
364,800-1314 Ed Bluestein Blvd Sb,Traffic Hazard,30.2508925,-97.6846093,2017-09-30
365,8700 Research Blvd Sb,Traffic Hazard,30.3646135,-97.7180397,2017-10-02
366,300 W Howard Ln,Traffic Impediment,30.418887,-97.659644,2017-10-16
367,14100 Mc Neil Rd,TRFC HAZD/ DEBRIS,30.4539975,-97.723598,2017-09-26
368,N Sh 130 Svrd Nb & N 130 Nb At Gattis School Trn,TRFC HAZD/ DEBRIS,30.499856,-97.580590,2017-10-15
369,11700 Research Blvd Nb,Traffic Hazard,30.4180634,-97.7469196,2017-09-28
370,E Dean Keeton St & Red River St,Crash Service,30.2871718,-97.7267502,2017-09-27
371,Northcrest Blvd & Prince Dr,Crash Service,30.3416207,-97.707525,2017-10-07
372,5200 N Ih 35 Svrd Sb,Traffic Hazard,30.311027,-97.710911,2017-10-14
373,E Howard Ln & Harris Branch Pkwy,Crash Urgent,30.3780944,-97.6084275,2017-10-01
374,14008 Shadowglen Blvd,COLLISION WITH INJURY,30.3494257,-97.5465429,2017-10-06
375,4343 N LAMAR BLVD,zSTALLED VEHICLE,30.2334631,-97.7971755,2017-10-02
376,5509-5516 Mount Bonnell Rd,Traffic Impediment,30.3392968,-97.7779863,2017-10-03
377,6700-7425 Ed Bluestein Blvd Nb,Traffic Hazard,30.310033,-97.661541,2017-10-16
378,0 290 Wb To Ed Bluestein Sb Ramp,Traffic Impediment,30.327804,-97.665992,2017-10-13
379,1100 N Mopac Expy Sb,Traffic Hazard,30.2835699,-97.7657038,2017-10-06
380,5900-6500 N Mopac Expy Sb,Traffic Hazard,30.343030,-97.752702,2017-10-15
381,5900-6214 E BEN WHITE BLVD SVRD WB,Traffic Hazard,30.2135507,-97.7177042,2017-10-01
382,Fm 812 Rd & S Us 183 Hwy Nb,COLLISION,30.164182,-97.692911,2017-10-12
383,Airport Blvd & Shady Ln,Crash Service,30.259314,-97.693619,2017-10-14
384,1710 Eva St,Crash Service,30.246805,-97.7520584,2017-10-04
385,5401-5439 W Parmer Ln,Traffic Impediment,30.4344419,-97.7318402,2017-09-29
387,10301-10629 Manchaca Rd,Traffic Hazard,30.164732,-97.829280,2017-10-16
388,W SH 71 & SOUTHWEST PKWY,COLLISION,30.275436,-97.914203,2017-10-17
389,Mc Kinney Falls Pkwy & E William Cannon Dr,COLLISN/ LVNG SCN,30.163223,-97.7258392,2017-10-01
390,5000-blk Mc Kinney Falls Pkwy,COLLISION,30.189695,-97.711550,2017-10-13
391,E Braker Ln & Shropshire Blvd,Traffic Hazard,30.3772953,-97.6586693,2017-10-03
392,4100 N IH 35 UPPER DECK NB,Traffic Hazard,30.2992705,-97.7171107,2017-10-06
393,7400 Burleson Rd,Traffic Impediment,30.1941387,-97.7007407,2017-09-28
394,LITTIG RD & OLD HWY 20,TRFC HAZD/ DEBRIS,30.3348937,-97.5108773,2017-09-28
395,13200-13811 Fm 969 Rd,COLLISION,30.251387,-97.595288,2017-10-13
396,8300 S Ih 35 Sb,Crash Urgent,30.1675636,-97.7859564,2017-10-01
397,Maybelle Ave & W 45th St,Crash Service,30.314905,-97.7405678,2017-10-03
398,1000-1099 Reinli St,Crash Service,30.318152,-97.706463,2017-10-12
399,3400-3730 ED BLUESTEIN BLVD SB,Traffic Hazard,30.269599,-97.669777,2017-10-14
400,11700-11719 Dessau Rd,Traffic Hazard,30.3768241,-97.6591036,2017-10-04
401,8500 Georgian Dr,Crash Urgent,30.351081,-97.700756,2017-10-16
402,Metric Blvd & Boyer Blvd,Traffic Hazard,30.383894,-97.713346,2017-10-17
403,0 N Cap Tx Sb To Researc Sb Ramp,Traffic Hazard,30.388879,-97.746546,2017-10-12
404,9600 Research Blvd Nb,Crash Urgent,30.388312,-97.744274,2017-10-13
405,8800 Research Blvd Sb,Traffic Hazard,30.3667378,-97.7184801,2017-09-28
406,16721 TREVIN CV,COLLISION,30.3368417,-97.5508136,2017-10-01
407,S Us 183 Hwy & Fm 1327 Rd,COLLISION,30.093375,-97.693864,2017-10-14
408,11000 S Ih 35 Nb,Traffic Hazard,30.1412473,-97.7958759,2017-10-03
409,Carl Rd & Fm 1327 Rd,COLLISION WITH INJURY,30.100403,-97.756262,2017-10-18
410,6000 S Ih 35 Sb,Traffic Hazard,30.196213,-97.766048,2017-10-12
411,4100-4150 S Congress Ave,Crash Urgent,30.2224757,-97.7642547,2017-10-01
412,700-721 W Braker Ln,Traffic Hazard,30.381794,-97.686146,2017-10-13
413,7300 N Ih 35 Nb,Crash Urgent,30.3347082,-97.7035038,2017-09-29
414,9527-9643 Research Blvd Svrd Nb,Traffic Hazard,30.387705,-97.7431816,2017-10-03
415,Harrisglenn Dr & E Parmer Ln,Crash Urgent,30.399548,-97.654923,2017-10-17
416,800-899 S Capital Of Texas Hwy Nb,Traffic Hazard,30.2911009,-97.8285109,2017-10-02
417,1700 N Ih 35 Sb,Traffic Hazard,30.276731,-97.730806,2017-10-13
418,900-919 SPRINGDALE RD,Crash Urgent,30.260961,-97.698508,2017-10-16
419,5800 N Ih 35 Svrd Sb,Crash Service,30.3187563,-97.7077504,2017-09-28
420,7113 Thannas Way,Crash Urgent,30.177564,-97.757246,2017-10-16
421,14016 N Fm 620 Rd Sb,Crash Service,30.4761923,-97.7671153,2017-10-02
422,1701 Perez St,Traffic Hazard,30.2831493,-97.6927339,2017-09-28
424,4743-5049 N Sh 45 E Eb,COLLISION WITH INJURY,30.477194,-97.600234,2017-10-13
425,600 S Mopac Expy Sb,Traffic Hazard,30.2689488,-97.777127,2017-09-28
426,500-599 Oakland Ave,Crash Service,30.273461,-97.761150,2017-10-16
427,E Wells Branch Pkwy & Killingsworth Ln,COLLISION WITH INJURY,30.4174821,-97.6128257,2017-09-28
428,16100-16330 W SH 71,TRFC HAZD/ DEBRIS,30.318216,-97.994474,2017-10-12
429,6300 S IH 35 SB,Traffic Hazard,30.1933134,-97.7688411,2017-10-04
430,S 1st St & W Ben White Blvd Svrd Wb,Crash Urgent,30.226880,-97.769241,2017-10-13
431,11900-12036 N Ih 35 Svrd Sb,Traffic Hazard,30.1297717,-97.8006418,2017-10-03
432,N Us 183 Hwy Svrd Sb & S Lakeline Blvd,Crash Urgent,30.479426,-97.803295,2017-10-14
433,709 E BEN WHITE BLVD SVRD EB,Crash Service,30.2183427,-97.7560648,2017-10-01
434,0 N Mopac Sb To Parmer Wb Ramp,Crash Urgent,30.420988,-97.704557,2017-10-17
435,18015 FM 1100 RD,COLLISION,30.3664635,-97.4170402,2017-10-06
436,Barbara Jordan Blvd & N Ih 35 Svrd Nb,Crash Service,30.3075563,-97.7111898,2017-10-09
437,14600 N Ih 35 Sb,Traffic Hazard,30.4375454,-97.6697384,2017-10-02
438,7017-7123 N IH 35 SVRD NB,Traffic Impediment,30.1857159,-97.7732934,2017-09-28
439,Burnet Rd & W Braker Ln,Traffic Hazard,30.392347,-97.725626,2017-10-15
440,9300 N Ih 35 Nb,Traffic Hazard,30.358084,-97.687999,2017-10-17
441,12709 N Mopac Expy Svrd Nb,Traffic Impediment,30.4243766,-97.7022467,2017-10-01
442,Hether St & S Lamar Blvd,Crash Service,30.249404,-97.767435,2017-10-16
443,9200-BLK CALERA DR,TRFC HAZD/ DEBRIS,30.1482042,-97.8931896,2017-09-28
444,1601 E Slaughter Ln,COLLISN/ LVNG SCN,30.152924,-97.769415,2017-10-16
445,W William Cannon Dr & West Gate Blvd,Traffic Hazard,30.2072064,-97.8153982,2017-10-06
446,14600-14901 Fm 1825 Rd,Traffic Hazard,30.440977,-97.666224,2017-10-13
447,400 W Ben White Blvd Eb,Crash Urgent,30.2256235,-97.7676145,2017-10-04
448,11800 STONEHOLLOW DR,Crash Urgent,30.4002542,-97.7084183,2017-09-28
449,11700-11719 Dessau Rd,Traffic Hazard,30.376840,-97.659017,2017-10-16
450,Riata Vista Cir & Riata Trace Pkwy,Crash Urgent,30.432007,-97.738656,2017-10-17
451,4100-4114 Fm 2222 Rd,Traffic Hazard,30.3414002,-97.7702198,2017-10-06
452,5900 Manor Rd,Traffic Hazard,30.3065452,-97.6800816,2017-09-27
453,12712-12925 Pearce Ln,Crash Urgent,30.1694393,-97.6229927,2017-10-03
454,1500-blk Wild Basin Ledge,TRFC HAZD/ DEBRIS,30.308588,-97.804885,2017-10-13
455,7200-7633 N Capital Of Texas Hwy Nb,Traffic Hazard,30.374447,-97.782187,2017-10-17
456,2800-2876 Shoal Crest Ave,Traffic Hazard,30.2957212,-97.7481203,2017-10-01
457,4316 James Casey St,Crash Service,30.222682,-97.775572,2017-10-16
458,7300 Fm 2222 Rd,Traffic Hazard,30.371727,-97.803334,2017-10-17
459,2100-2199 Shoalmont Dr,Traffic Impediment,30.33013,-97.739945,2017-10-10
460,9600-10551 N Mopac Expy Nb,Traffic Hazard,30.389777,-97.734145,2017-10-17
461,Helms St & E 32nd St,Traffic Impediment,30.2960731,-97.7356666,2017-09-29
462,E 6th St & N Ih 35 Svrd Nb,Crash Service,30.2656413,-97.7342097,2017-10-07
463,7709 E Ben White Blvd Svrd Eb,Traffic Hazard,30.2182734,-97.6899232,2017-09-26
464,1100 Vasquez St,Crash Urgent,30.230720,-97.693991,2017-10-13
465,6800 Southwest Pkwy,Crash Service,30.252162,-97.860751,2017-10-14
466,11900-11925 S Mopac Expy Nb,Traffic Hazard,30.4083404,-97.7180555,2017-09-27
467,10061-10107 E Us 290 Hwy Eb,Traffic Hazard,30.3410379,-97.5890218,2017-09-28
468,TORO CANYON RD & STONE CANYON DR,COLLISION WITH INJURY,30.312442,-97.795304,2017-10-17
469,2409 S Congress Ave,Crash Service,30.2385805,-97.7536093,2017-10-02
470,Mc Cann Dr & Research Blvd Svrd Sb,Crash Service,30.373970,-97.728905,2017-10-12
471,E 11th St & Trinity St,Crash Urgent,30.2717684,-97.7375722,2017-10-01
472,0 E Yager Ln & E Parmer Ln,TRFC HAZD/ DEBRIS,30.372491,-97.625103,2017-10-14
473,1900 - 1922 N IH 35 SVRD SB,Traffic Hazard,30.278684,-97.730438,2017-10-17
474,3909 N Ih 35 Svrd Nb,Crash Service,30.2963226,-97.7182968,2017-09-29
475,2000 W Ben White Blvd Eb,Traffic Hazard,30.2302973,-97.7885161,2017-10-10
476,6316 Thomas Springs Rd,COLLISN/ LVNG SCN,30.2600058,-97.9094436,2017-10-10
477,100-623 N MOPAC EXPY SB,Traffic Hazard,30.2737633,-97.7719907,2017-09-29
478,DUNGAN LN & BROWN LN,COLLISION WITH INJURY,30.3499499,-97.6702343,2017-10-01
480,12001 Dessau Rd,Crash Service,30.3792483,-97.6541729,2017-09-28
481,2814-2922 W Anderson Ln,Traffic Impediment,30.3591259,-97.7369454,2017-10-03
482,E Riverside Dr & Grove Blvd,Crash Urgent,30.2270301,-97.7079338,2017-10-06
483,Ed Bluestein Blvd Nb & Hudson St,Crash Urgent,30.268937,-97.6698169,2017-10-01
484,7000 N Ih 35 Nb,Crash Urgent,30.331980,-97.704366,2017-10-12
486,W 5th St & Guadalupe St,Crash Service,30.268093,-97.746633,2017-10-14
487,W 29th St & Guadalupe St,Traffic Impediment,30.2954342,-97.7428245,2017-09-29
488,9500 N Mopac Expy Nb,Traffic Hazard,30.3830911,-97.7364902,2017-10-05
490,7200-7639 N Mopac Expy Nb,Traffic Hazard,30.357016,-97.745885,2017-10-13
491,1144 Airport Blvd,Crash Urgent,30.2719233,-97.6974882,2017-10-02
492,0 E Riverside Wb To 35 Nb Ramp,Traffic Hazard,30.248921,-97.735167,2017-10-13
493,E Slaughter Ln & S Ih 35 Svrd Nb,Traffic Hazard,30.1670369,-97.7849917,2017-09-29
494,1400 E ANDERSON LN SVRD WB,Crash Urgent,30.3346821,-97.6900474,2017-09-27
495,E US 290 HWY EB & N FM 973 RD,COLLISION,30.3492794,-97.5386125,2017-10-02
496,6033 Turnersville Rd,LOOSE LIVESTOCK,30.068195,-97.730788,2017-10-12
497,4700 N IH 35 SB,Traffic Hazard,30.3055081,-97.7132745,2017-09-29
498,2521-2525 Matthews Dr,Traffic Impediment,30.304745,-97.776663,2017-10-13
499,5200 N Mopac Expy Nb,Traffic Hazard,30.331445,-97.7559649,2017-10-02
500,5700-6225 S Mopac Expy Nb,Traffic Hazard,30.2286675,-97.8292249,2017-09-28
501,8001 Research Blvd Svrd Nb,Crash Urgent,30.3507529,-97.7131775,2017-10-02
502,9916-9996 E Us 290 Hwy Wb,Traffic Hazard,30.337561,-97.5994228,2017-09-27
503,7585 BURLESON MANOR RD,LOOSE LIVESTOCK,30.2625122,-97.5261598,2017-10-10
504,600-1025 W Ben White Blvd Eb,Traffic Hazard,30.2268168,-97.7694581,2017-09-28
505,GREGG MANOR RD & RECTOR LOOP,COLLISION,30.363279,-97.562984,2017-10-15
506,W Parmer Ln & Scofield Farms Dr,Traffic Hazard,30.4113623,-97.6867144,2017-09-30
507,9500 Fm 2222 Rd,zSTALLED VEHICLE,30.389103,-97.826296,2017-10-17
508,1401 FRATE BARKER RD,Traffic Impediment,30.1496858,-97.8332711,2017-09-28
509,13400-13934 Pearce Ln,LOOSE LIVESTOCK,30.163713,-97.611120,2017-10-15
510,S Fm 973 Rd & Garden Grove Dr,COLLISION,30.2253308,-97.6319292,2017-10-04
511,Woodrow Ave & Houston St,Traffic Impediment,30.326388,-97.7344668,2017-10-03
512,Barton Springs Rd & Stratford Dr,Traffic Hazard,30.2670669,-97.7707225,2017-10-04
513,S Sh 130 Sb & Harold Green To S 130 Sb Ramp,TRFC HAZD/ DEBRIS,30.2214671,-97.6228316,2017-10-06
514,3000 N Mopac Expy Nb,Traffic Hazard,30.304675,-97.758115,2017-10-13
515,13812-13822 N Ih 35 Svrd Sb,Crash Urgent,30.1021832,-97.8123125,2017-09-27
516,11500-12000 N Mopac Expy Nb,Traffic Hazard,30.403766,-97.726550,2017-10-12
517,Scofield Ridge Pkwy & N Mopac Expy Svrd Sb,Crash Urgent,30.4308203,-97.7012245,2017-09-27
518,Jones Rd & Manchaca Rd,Crash Urgent,30.220758,-97.794068,2017-10-15
519,8679 N US 183 HWY NB,COLLISION,30.1285001,-97.6957845,2017-10-08
520,2500 W PARMER LN,Traffic Impediment,30.419014,-97.702193,2017-10-16
521,W SH 71 & SOUTHWEST PKWY,TRFC HAZD/ DEBRIS,30.275436,-97.914203,2017-10-17
522,14800 N Mopac Expy Sb,COLLISION,30.4535152,-97.6970504,2017-09-28
523,Bee Creek Rd & W Sh 71,COLLISION,30.331500,-98.024524,2017-10-16
524,Bee Creek Rd & W Sh 71,COLLISION,30.331500,-98.024524,2017-10-16
525,7300 N Ih 35 Svrd Nb,Crash Urgent,30.333789,-97.702964,2017-10-12
526,6805 Boyce Ln,Traffic Impediment,30.359044,-97.606044,2017-10-17
527,5401 N Ih 35 Svrd Nb,Crash Service,30.311775,-97.708678,2017-10-17
528,4100-4238 Airport Blvd,Traffic Hazard,30.2941493,-97.7080287,2017-09-28
529,5101-5149 Cameron Rd,Traffic Hazard,30.3090864,-97.7097036,2017-10-04
530,3300-3649 N Mopac Expy Nb,Traffic Hazard,30.307235,-97.757572,2017-10-12
531,0 Winsted To Mopac Sb Ramp,Crash Urgent,30.279775,-97.768627,2017-10-13
532,MC KINNEY FALLS PKWY & S US 183 HWY NB,Traffic Hazard,30.1983031,-97.6841242,2017-09-28
533,Mc Callen Pass & E Parmer Ln,Crash Urgent,30.405249,-97.663949,2017-10-17
534,11602-12004 N MOPAC EXPY SB,Traffic Impediment,30.1762349,-97.8867693,2017-10-10
535,SOUTHWEST PKWY,TRFC HAZD/ DEBRIS,30.277956,-97.899577,2017-10-14
536,1400 S Ih 35 Sb,Traffic Hazard,30.244959,-97.735037,2017-10-14
537,11400 Research Blvd Sb,Traffic Hazard,30.4101898,-97.7454756,2017-09-29
538,11400 Research Blvd Sb,Crash Urgent,30.411521,-97.745608,2017-10-13
539,4600-5221 Ed Bluestein Blvd Nb,Traffic Hazard,30.281978,-97.6665736,2017-10-05
540,1-901 S Ih 35 Nb,Traffic Hazard,30.250482,-97.735793,2017-10-17
541,E Braker Ln & N Ih 35 Svrd Sb,Crash Service,30.3771296,-97.6764897,2017-10-05
542,E ANDERSON LN SVRD WB & RIDGEPOINT DR,Crash Urgent,30.328779,-97.677277,2017-10-17
543,1100 W Cesar Chavez St,Crash Service,30.2678068,-97.7580311,2017-10-02
544,9900 S Ih 35 Svrd Sb,Crash Urgent,30.156647,-97.790886,2017-10-14
545,609 W Slaughter Ln,Crash Service,30.1730074,-97.8003782,2017-10-03
546,601 Barton Springs Rd,Crash Service,30.258382,-97.750067,2017-10-13
547,11300 Research Blvd Sb,Traffic Hazard,30.409016,-97.7453818,2017-09-30
548,611 W Ben White Blvd Svrd Eb,Crash Service,30.2263569,-97.7701313,2017-09-29
549,707 W Milton St,Crash Urgent,30.2487933,-97.757246,2017-10-04
550,12509 N Lamar Blvd,Crash Service,30.407932,-97.678162,2017-10-15
551,W 24th St & Guadalupe St,Crash Service,30.2877241,-97.7415578,2017-10-01
552,E CESAR CHAVEZ ST & TILLERY ST,Crash Urgent,30.2517111,-97.7087842,2017-09-26
553,W US 290 HWY & CIRCLE DR,COLLISION,30.2234767,-97.952983,2017-10-07
554,2500-2520 HELEN MILTON SMITH WAY,Crash Urgent,30.377364,-97.725453,2017-10-16
555,9400-10239 W Sh 71,TRFC HAZD/ DEBRIS,30.261790,-97.907848,2017-10-17
556,Johnny Morris Rd & Loyola Ln,zSTALLED VEHICLE,30.3002422,-97.6482274,2017-09-28
557,100 N MOPAC EXPY SB,Traffic Hazard,30.2743393,-97.7715535,2017-09-28
558,N Ih 35 Svrd Sb & E Koenig Ln Svrd Wb,Crash Service,30.322463,-97.707423,2017-10-13
559,Lexington St & E Us 290 Hwy Eb,TRFC HAZD/ DEBRIS,30.3488707,-97.555968,2017-10-02
560,8000 N MOPAC EXPY NB,Crash Urgent,30.362395,-97.743950,2017-10-16
561,900-1127 BASTROP HWY NB,Crash Urgent,30.230585,-97.6835251,2017-09-28
562,5420-6115 Blue Goose Rd,VEHICLE FIRE,30.348149,-97.626471,2017-10-14
563,100 Little Texas Ln,zSTALLED VEHICLE,30.2023981,-97.7751941,2017-09-27
564,1600 W HOWARD LN,COLLISION,30.4268721,-97.6766594,2017-09-29
565,West Lynn St & W 5th St,Crash Urgent,30.2737122,-97.7633259,2017-10-01
566,9100-9210 S 1st St,Traffic Impediment,30.171652,-97.800613,2017-10-15
567,11300 S Ih 35 Nb,Traffic Hazard,30.1376429,-97.797498,2017-09-27
568,W Martin Luther King Jr Blvd & N Lamar Blvd,Traffic Impediment,30.283615,-97.752116,2017-10-15
569,W Parmer Ln & N Ih 35 Svrd Nb,Traffic Hazard,30.4078695,-97.6739585,2017-10-01
570,0 W 6th Wb To Lake Austin Ramp,Crash Urgent,30.276875,-97.7689702,2017-10-05
571,9900-9985 E Us 290 Hwy Svrd Eb,Traffic Hazard,30.3368025,-97.6024239,2017-09-27
572,N Ih 35 Nb To Airport Ramp & Airport Blvd,Traffic Hazard,30.301303,-97.714594,2017-10-13
573,400 Congress Ave,zSTALLED VEHICLE,30.266209,-97.743496,2017-10-13
574,S 1st St & W Riverside Dr,Crash Service,30.2597634,-97.7492833,2017-09-29
575,Thurman Bend Rd & Skyline Dr,COLLISION,30.4076931,-98.0197433,2017-09-29
576,W Sh 71 & Southwest Pkwy,TRFC HAZD/ DEBRIS,30.275436,-97.914203,2017-10-17
577,10211-11149 Research Blvd Nb,Traffic Hazard,30.3950279,-97.7461912,2017-09-27
579,2616 W 49th St,Crash Service,30.3228249,-97.7476563,2017-09-28
580,0 N Ih 35 Svrd Sb At E 51st Trn,Traffic Hazard,30.3098324,-97.7104619,2017-10-01
581,Dessau Rd & E Parmer Ln,Traffic Hazard,30.3870092,-97.6485476,2017-10-03
582,8400-8615 S IH 35 SVRD NB,Crash Urgent,30.1730274,-97.7826352,2017-10-09
583,4500 Southwest Pkwy,Crash Service,30.240185,-97.8302838,2017-10-06
584,W Slaughter Ln & S Ih 35 Svrd Sb,Crash Service,30.167070,-97.786925,2017-10-14
585,E 53rd St & Cameron Rd,zSTALLED VEHICLE,30.31071,-97.708071,2017-09-28
586,2300-2548 N Mopac Expy Sb,Traffic Hazard,30.297323,-97.758708,2017-10-15
587,W Slaughter Ln & Manchaca Rd,Traffic Hazard,30.173742,-97.8237345,2017-10-05
588,3100-3501 S Ih 35 Nb,Traffic Hazard,30.2261842,-97.7461681,2017-10-09
589,E Riverside Dr & Wickersham Ln,Crash Service,30.232393,-97.720396,2017-10-14
590,16107 WHARF CV,BOAT ACCIDENT,30.4420364,-97.9128138,2017-10-02
591,S CONGRESS AVE & W ANNIE ST,Crash Urgent,30.246098,-97.7509739,2017-10-07
592,6601 Bluff Springs Rd,Traffic Impediment,30.1891434,-97.7678451,2017-10-06
593,4727-4925 E BEN WHITE BLVD SVRD EB,Crash Service,30.214061,-97.7298968,2017-10-09
594,11100-11223 N Lamar Blvd,Crash Urgent,30.3796406,-97.6877094,2017-09-30
595,1221 S IH 35 SVRD NB,Crash Service,30.2450106,-97.7345305,2017-09-29
596,Alice Mae Ln & W Slaughter Ln,Traffic Impediment,30.1675624,-97.793062,2017-09-29
597,2931 E 12TH ST,Crash Service,30.276050,-97.705542,2017-10-15
598,11805 N Fm 620 Rd,Crash Service,30.4580923,-97.8229808,2017-09-29
599,9001 S IH 35 SVRD NB,Crash Service,30.1670004,-97.7849393,2017-10-06
600,Guadalupe St & W 38th St,Crash Service,30.3027464,-97.7381543,2017-09-30
601,13000 N Mopac Expy Sb,Traffic Hazard,30.4353882,-97.6996124,2017-10-02
602,7600 Fm 969 Rd,Crash Urgent,30.2808577,-97.6479093,2017-10-03
603,15608 Spring Hill Ln,COLLISION WITH INJURY,30.445246,-97.651347,2017-10-16
604,7600 Loyola Ln,Crash Service,30.2962108,-97.6379265,2017-10-01
